Cooking Minutes, Dairy Free, Gluten Free, Instructions, Preparation Minutes, Price Per Serving, Ready In Minutes, Servings, Spoonacular Score, Title, Vegan, Vegetarian
135, false, false, "1 Heat oven to 350F. Grease bottom and sides of 13x9-inch pan with shortening; lightly flour. 2 In large bowl, beat all ingredients except poppy seed, frosting, cocoa and candies with electric mixer on low speed 30 seconds, scraping bowl constantly. Beat on high speed 2 minutes, scraping bowl occasionally. Stir in poppy seed. Pour into pan. 3 Bake 30 to 35 minutes or until cakes springs back when touched lightly in center. Cool 10 minutes; remove from pan to wire rack. Cool completely, about 1 hour 30 minutes. Place on serving platter. Spread frosting on top and sides of cake. 4 For butterfly design, hold handle of large wooden spoon crosswise over center of frosted cake (hold spoon close to cake); sift cocoa over handle to form outline of butterfly body. Hold bowl of spoon over cake at angle to butterfly body; sift cocoa over edge of bowl of spoon to form outline of wing part. Repeat to form 3 remaining wing parts. Decorate with almonds.", 30.0, 99.92, 165, 12, 54.0, "Butterfly Stencil Cake", false, false
0, false, false, "Preheat oven to 425 degrees.Heat a skillet over high heat. Add the corn kernels and let them dry-roast for about 6-8 minutes, stirring occasionally, until their edges begin to brown and caramelize. Transfer the corn to a plate to set aside.Reduce heat to medium-high, and (carefully) add the oil until heated. Add onion and saute for 5 minutes or until cooked and translucent. Add the shrimp, chili powder, cumin, and a pinch of salt and pepper, and stir to combine. Cook for 3-5 minutes, or until the shrimp are cooked and no longer translucent. Stir in the chopped green chiles and cilantro and cook for an additional minute, then remove from heat.To assemble the taquitos, place a large spoonful of the shrimp mixture down the center of a tortilla. Then top with some diced avocado and a generous sprinkle of cheese. Roll up the tortilla and place seam-side down on a greased baking sheet.Bake for about 15-20 minutes, or until the cheese is melted and the tortillas are crispy. Remove and serve immediately with optional toppings and salsa for dipping.", 0, 172.7, 45, 12, 66.0, "Shrimp, Avocado and Roasted Corn Baked Taquitos", false, false
0, false, true, "Directions In a large salad bowl, combine the apples, pineapple, celery, grapes, carrot and almonds. In a small bowl, combine sour cream, sugar and lemon juice. Add to apple mixture and toss to coat. Chill. Yield: 12 servings. Originally published as Summer Apple Salad in Taste of HomeAugust/September 1993, p59 Nutritional Facts 1 serving (1/2 cup) equals 107 calories, 5 g fat (2 g saturated fat), 10 mg cholesterol, 23 mg sodium, 13 g carbohydrate, 2 g fiber, 2 g protein. Print Add to Recipe Box Email a Friend", 15.0, 60.52, 15, 12, 49.0, "Summer Apple Salad", false, true
0, true, true, "Procedures 1 Place eggs in a large pot and cover with cold water. Cover pot with a lid and bring water to a boil. As soon as water has boiled, turn off heat. Let eggs sit, covered, for 10 minutes. 2 Drain eggs and let cool slightly. Peel eggs and cut in half. 3 Carefully scoop yolk from eggs and place in a medium bowl. Add mayonnaise, mustard, and paprika to bowl. Stir to combine. Season with salt to taste. 4 Divide filling among egg halves. Top each egg half with an olive ring- this will serve as the pupil. 5 Slice the red pepper as thinly as possible. Arrange a few red pepper strips around the olive to resemble veins. Repeat with remaining eggs.", 0, 32.87, 40, 10, 21.0, "Deviled Egg Eyeballs", false, true
15, false, true, "Preheat the oven to 190C/gas 5/fan 170C. Drain the pineapple juice into a medium-sized pan. Blend in the cornflour then stir in the egg yolks, milk and vanilla extract. Heat, stirring all the time with a small whisk or wooden spoon until the mixture boils and thickens. Turn the heat to low and cook gently for one minute, stirring all the time. Remove the pan from the heat and stir in half the sugar. Tip in the pineapple, then slice in the bananas and stir everything together gently. Have a taste add a little sugar if the sauce isnt sweet enough. Spoon the mixture into 4 individual baking dishes or large ovenproof teacups. Bake on a baking sheet for 5 minutes while you make the topping. Whisk the egg whites with an electric hand beater until they hold their shape. Tip in the remaining sugar and whisk until the meringue is glossy. Pile onto the hot desserts and bake for 5 more minutes until billowy and golden.", 20.0, 65.38, 35, 4, 35.0, "Pineapple & banana custard meringues", false, true
6, false, false, "Line two baking sheets with parchment paper or silicone baking mat. Set aside.Preheat the oven to 400 degrees F.Place flour, sugar, salt, paprika, garlic powder, pepper and butter in food processor and process for 20 seconds, until all combined. With the food processor running, drizzle in the water until the dough forms a ball.Transfer the dough onto a flat surface and roll out very thin, yet not see-through.Using a pizza cutter, cut the rolled out dough into 1 and 1/2 inch squares. Place squares on prepared baking sheets. Sprinkle with additional salt, if you like them salty. Bake for 6 to 8 minutes, or until the edges start to turn golden brown.Cool crackers on the sheets.", 10.0, 2.18, 16, 36, 4.0, "Homemade Crackers", false, true
5, true, true, "Heat the olive oil in a large skillet over high heat.Season the shrimp with salt and pepper to taste.Add the shrimp and cook for 3 minutes or until shrimp are pink and opaque.Stir in the garlic, red pepper flakes and lemon zest; cook for 1-2 minutes more.Add in the lemon juice and parsley then serve.", 5.0, 247.71, 10, 4, 76.0, "Spicy Garlic Shrimp", false, false
20, true, true, "Preheat the oven to 375 degrees F. Add the chopped strawberries, maple syrup, balsamic vinegar, and coconut oil to a small casserole dish and toss to combine. Roast for 20 minutes, until juices are thick but strawberries still hold their form. Remove from oven and allow strawberries to cool completely to room temperature (Note: you can speed up the process by refrigerating the strawberries but if you leave them in the refrigerator for too long, the coconut oil will harden).Combine all of the ingredients for the coconut milk ice cream in a blender. Blend until smooth. Pour the ice cream base into your ice cream maker, following your ice cream makers instructions (many ice cream makers require you to freeze the bowl overnight). Allow ice cream to churn until very thick, then pour the roasted strawberries (including juices) into the ice cream maker. Continue to churn until ice cream is well-combined and maker begins to bog down.Serve ice cream fresh out of the ice cream maker for a soft serve consistency, or transfer ice cream to a freezer-safe container and freeze 2 to 3 hours, until hard. After frozen, allow ice cream to thaw 15 minutes before scooping into bowls and serving.", 30.0, 265.76, 50, 4, 54.0, "Roasted Strawberry Coconut Milk Ice Cream (Vegan) + Tips for Making Your Homemade Ice Cream Soft", true, true
130, false, true, "Watch how to make this recipe. In a large saute pan over low heat, add oil and butter. When butter is melted, add onions and saute stirring occasionally until golden brown and caramelized, about 35 minutes. Add shallots and some salt and saute for 15 minutes more until onions and shallots are dark brown. Remove from heat and let cool for 5 to 6 minutes, then chop into 1/4-inch pieces. Set aside to cool to room temperature. Meanwhile, in a medium bowl, combine sour cream, mayonnaise, celery salt, Worcestershire, salt and pepper. Fold in onion mixture. Chill at least 1 hour or overnight, prior to serving.", 20.0, 234.53, 150, 3, 42.0, "French Onion Dip", false, false
50, false, false, "In a deep bowl, beat the eggs and oil for 1 minute and they should get bubbly.Add cake mix powder, vanilla pudding and orange juice. Mix until everything is combined.Add vanilla extract, orange extract and orange zest and mix again until everything is blended properly. You can add chocolate chips or cashews or coconut or cranberries at the point.Pour this batter into an 8×3 round cake pan. Bake at 350 degrees for 45- 50 minutes or until an inserted toothpick comes out clean.Add butter and cream cheese in a deep bowl and mix until it’s properly combined and there are no lumps.Add orange zest, orange extract and orange jam. Mix for a few seconds again. Keep in mind over-mixing can cause your frosting to break down.Add powdered sugar, 1 cup at a time and keep mixing until your frosting is smooth and creamy.Spread on your cake immediately or keep it in the refrigerator until needed.Cut out thin round orange slices. Place them on a tray lined with some tissue paper so the juices get absorbed and don’t leak all over your cake.Once your cake has cooled , cut it in half.Fill it with frosting.Gently place the top half of the cake on top of this frosting.Spread some more frosting on top of the cake.Arrange your orange slices in a circular pattern on top of the cake. Sprinkle some orange zest all over the top and add a few leaves wherever you like.", 15.0, 1154.06, 65, 1, 95.0, "How to make orange cake", false, false
0, false, false, "Preheat oven to 350 degrees. Line a 12-cup muffin tin with paper liners.In the bowl of an electric mixer fitted with the paddle attachment, combine flour, sugar, baking powder, baking soda, and salt. Add the melted butter and blend. Add the egg, milk, vanilla and mashed bananas to the flour-and-butter mixture and mix well. Fold the diced bananas, walnuts, granola and coconut into the batter.Spoon the batter into the muffin cups, filling each ¾ full. Top with extra coconut, if desired. Bake 24-26 minutes, or until a toothpick inserted into the center of muffin comes out clean. Allow to cool in the pan for 10 minutes, then transfer to a wire rack to cool completely.", 0, 36.88, 45, 12, 32.0, "Banana Coconut Crunch Muffins", false, true
15, true, true, "Line a 13x9-inch rectangular baking pan with parchment paper and set aside.Place raw honey and maple syrup in a small to medium-sized sauce pan over medium heat. Let come to a boil and boil 2 minutes. Reduce heat to low and stir in almond butter, coconut oil,sea salt, vanilla, and date paste. Let simmer 2 minutes.Meanwhile, measure out Paleo Flakes, cacao nibs, and chopped almonds in a large bowl and stir to combine. Pour honey mixture over Paleo Flake mixture and stir to combine until well coated. Press into the bottom of lined baking pan. Set aside to cool.In a double boiler or a heat-proof bowl set over a pot of simmering water, melt chocolate. Pour over Paleo Flake mixture to evenly coat top. Let cool on countertop or in fridge. Cut into squares to serve.", 20.0, 151.28, 35, 15, 57.0, "Sink Your Teeth Into Chewy, Chocolatey Paleo Scotcheroos", false, true
10, true, true, "Melt chocolate in double boiler. Make chocolate clusters one of two ways: (1)Mix walnut pieces and pomegranate seeds in with chocolate and put spoonfuls of chocolate mixture on parchment paper lined baking sheet; (2) line mini-muffin tin with paper liners. Spoon a little melted chocolate in the bottom of the liner. Sprinkle a few walnuts and pomegranate seeds on top, then drizzle more melted chocolate on top. Sprinkle another layer of walnuts and pomegranate seeds on top, and finish with a drizzle of melted chocolate.Place in refrigerator until firm.", 10.0, 60.35, 20, 16, 39.0, "A Valentine’s Day Sweet Treat – Easy Dark Chocolate Walnut Pomegranate Clusters", true, true
0, true, true, "Prepare a grill for medium heat (or preheat oven to 400). Combine vinegar, sugar, 1 tsp. salt, and 2 Tbsp. water in a small bowl. Add carrot and let sit until slightly softened, 1520 minutes.Meanwhile, mash anchovy and garlic clove to a paste with the side of a chefs knife. Transfer to a medium bowl and stir in carrot tops, basil, parsley, lemon juice, and 2 Tbsp. oil. Drain carrot and add to dressing along with steak and shallot. Season with salt and pepper and toss just to combine. Drizzle bread with oil on both sides and season with salt. Grill until lightly charred, about 1 minute per side (or toast in oven 68 minutes). Rub toasts with remaining garlic clove, transfer to a platter, and top with tartare and sorrel, if using.", 0, 148.07, 45, 6, 99.0, "Flank Steak Tartare with Carrot-Top Salsa Verde", false, false
0, false, false, "In the bowl of a stand mixer fitted with a dough hook (or in a large bowl if mixing and kneading by hand), combine 2 cups of the flour, yeast, salt, herbs, and garlic.Heat the water and olive oil in a small saucepan until steaming. Remove from heat and let sit for 5 minutes, or until temperature is between 120-130 degrees F. Slowly add the water and oil to the dry ingredients, while mixing on low speed. Use a spatula to scrape down the bowl as needed.With the mixer on medium low, add the remaining flour a 1/4 cup at a time, mixing until incorporated between each addition. Continue adding flour until the dough clears the bowl and is sticky to the touch without coming off in your hands. Knead with a dough hook or by hand until smooth and elastic.Shape dough into a ball and place in a greased bowl and cover with plastic wrap. Put in a warm place and let rise until doubled, about 1 hour.Gently push down on the center of the dough to release the gases and knead by hand on a clean surface a few times. Let dough sit for a few minutes, then divide dough in half. Wrap one half in plastic and store for another use (dough will keep in the fridge for 5 days and 2 months in the freezer).Divide the other half of dough again into 4 pieces. Roll each piece into a rough 6-inch circle. Place on a parchment lined sheet and brush with olive oil. Cover with plastic wrap and let rise for 30 minutes while you prepare the toppings.In a skillet over the stove, cook the sausage until browned. Transfer to a paper towel lined plate to drain.Add a tablespoon of olive oil to skillet, followed by the peppers and tomatoes. Season with salt and pepper. Cook over medium high heat until softened, about 5 minutes. Alternatively, you can cook the peppers and tomatoes on the grill until slightly charred. Preheat the grill to medium high. Gently flip the pizza dough onto the prepared grill, oil-side down. Brush the top with olive oil. Close the grill and let cook for 2-3 minutes. Watch it carefully to make sure it doesn't burn.Flip the pizzas over and immediately cover with toppings - mozzarella, sausage, peppers and tomatoes. Turn grill off and cover. When cheese is melted, about 2-3 minutes, remove pizzas from the grill. Top with basil leaves and fresh ground pepper.", 0, 267.15, 45, 4, 88.0, "Grilled Pizzas with Sausage, Peppers, Roasted Tomatoes and Mozzarella", false, false
10, false, true, "Brush the corn with olive oil to lightly coat. Heat a gas grill over medium high and grill the corn, turning occasionally, until it looks charred in spots and the kernels are tender.In a small bowl, stir together the crema, mayonnaise, and cilantro. Slather some of this mixture on the hot corn, and then sprinkle on cotija and chile-lime seasoning, to taste. Serve with fresh lime.", 10.0, 206.89, 20, 4, 49.0, "Chile-lime Grilled Corn (and a giveaway)", false, false
6, false, false, "Whisk together flour, sugar, baking powder, baking soda, and pinch of salt in a medium bowl. Whisk together buttermilk, egg, and melted butter or cooking oil in a 2-cup measuring cup. Pour buttermilk mixture slowly into the flour mixture, stirring to combine as you pour. Allow to rest for about 3 minutes.Heat griddle or skillet over medium-low heat. Add butter to griddle or skillet to make sure well coated. Scoop pancake batter onto prepared griddle or skillet by about cup. Allow to cook until the edges of the pancake have lost their sheen and bubbles have formed in the center of the top of the pancake, about 2-3 minutes. Flip the pancake and allow to cook about 2-3 minutes on the other side. Remove from griddle or skillet and serve warm or place on a rimmed sheet pan in a 200 F oven to keep warm for serving.", 5.0, 49.32, 11, 4, 80.0, "Perfect Buttermilk Pancake", false, true
10, false, true, "Directions Combine the chili sauce, lime juice, brown sugar, pepper flakes and 1/4 teaspoon salt; brush over steaks. Broil steaks 4-6 in. from the heat for 5-7 minutes on each side or until meat reaches desired doneness (for medium-rare, a meat thermometer should read 145°; medium, 160°; well-done, 170°). Meanwhile, in a large skillet, saute onion and green and yellow peppers in oil until tender. Add the garlic, pepper and remaining salt; cook 1 minute longer. In a small bowl, combine sour cream and horseradish. Serve steaks with pepper mixture and sauce. Yield: 4 servings. Originally published as Chili Steak & Peppers in Simple & DeliciousAugust/September 2010, p31 Nutritional Facts 1 steak with 1/3 cup pepper mixture and 1 tablespoon sauce equals 265 calories, 9 g fat (3 g saturated fat), 62 mg cholesterol, 491 mg sodium, 12 g carbohydrate, 2 g fiber, 32 g protein. Diabetic Exchanges: 4 lean meat, 1 vegetable, 1 fat. Print Add to Recipe Box Email a Friend", 20.0, 230.34, 30, 4, 94.0, "Chili Steak & Peppers", false, false
180, true, true, "Soak dry mushrooms in water: Place dry mushrooms to soak in a bowl with 2 cups of warm water. Set aside. Slowly cook minced onions until deep golden: Heat olive oil in a medium, thick-bottomed pot (4 or 5 quart) over medium heat. Add the minced onions and stir to coat with the olive oil. Cook, stirring occasionally, until the onions turn a deep golden color, about 30 to 40 minutes. Adjust the heat lower if necessary to keep the onions from drying out. Add carrots, celery, garlic, herbs in stages: Add the minced carrots and cook for 5-6 more minutes. Add the celery and cook until soft, about 10 more minutes. Add the garlic, parsley, rosemary, thyme and marjoram. Cook for 4-5 minutes more. Remove the porcini from the soaking liquid, reserving the liquid. The easiest way to do this we found is to pour the porcini and soaking liquid through a coffee filter, into a bowl or measuring cup. This helps remove any grit that may be lingering in the soaking liquid. Finely chop the mushrooms and add to the vegetables in the pot. Add wine: Push the vegetables to one side of the pot and increase the heat to high. Add the 1/2 cup of red wine to the side of the pot without the vegetables and cook on high heat for 2-3 minutes. Add remaining ingredients and simmer: Add the tomato sauce, 1 1/2 cups of the mushroom soaking liquid, the bouillon cube (break it up with your fingers as you add it), and the bay leaf to the pot. Bring to a simmer and reduce the heat to low. Add ground black pepper to taste. Cover the pot and simmer, stirring occasionally, for 1 1/2 hours. Discard the bay leaf. Serve over polenta or toss with ravioli or other pasta.", 30.0, 145.84, 210, 8, 67.0, "Mushroom Sugo", false, false
10, false, true, "oil: Heat the oil in a 3-quart thick-bottomed saucepan on medium high heat. If you are using coconut oil, allow all of the solid oil to melt. Put 3 or 4 popcorn kernels into the oil. Wait for the popcorn kernels to pop. When the kernels pop, add the rest of the 1/3 cup of popcorn kernels in an even layer. Cover the pot, remove from heat and count 30 seconds. (Count out loud! It's fun to do with kids.) This method first heats the oil to the right temperature, then waiting 30 seconds brings all of the other kernels to a near-popping temperature so that when they are put back on the heat, they all pop at about the same time. Return the pan to the heat. The popcorn should begin popping soon, and all at once. Once the popping starts in earnest, gently shake the pan by moving it back and forth over the burner. Tip: As the popcorn pops, try to keep the lid slightly ajar to let the steam from the popcorn release (the popcorn will be drier and crisper). Once the popping slows to several seconds between pops, remove the pan from the heat, remove the lid, and dump the popcorn immediately into a wide bowl. With this technique, nearly all of the kernels pop, and nothing burns. Melt butter in the empty hot pan: If you are adding butter, you can easily melt it by placing the butter in the now empty, but hot pan. Tip: if you let the butter get just a little bit brown, it will add an even more intense, buttery flavor to the butter and to your popcorn. Just drizzle the melted butter over the popcorn and toss to distribute. the popcorn with salt to taste. Fun toppings for the popcorn - Spanish smoked paprika, nutritional yeast, cayenne powder, chili pepper, curry powder, cumin, grated Parmesan cheese.", 0.0, 18.49, 10, 4, 12.0, "Perfect Popcorn", false, true
20, false, true, "Rub butter and sugar together, then add the egg yolk. Add the flour, previously sifted with salt, and the lemon zest.Knead the dough quickly, form a ball and flatten it slightly, then wrap it in plastic. Let the dough rest in the fridge for a few hours, or even until the next day.Now prepare the jam. In a saucepan heat the peach jam with red wine and cook for about 10 minutes over low heat, until the alcohol has evaporated. Allow it to cool completely.When it's time to prepare the pie, remove the pastry from the fridge and knead it until easy to roll out. Roll out the dough into a 5 mm thick sheet with the help of a rolling pin and a some flour.Grease and flour a 18 cm round baking tray. Line the tray with the short pastry and cut out the excess pastry. Spread the red wine peach jam over the pie.Roll out the remaining pastry and cut out many strips to decorate the pie.Bake the pie in a preheated oven to 180C for about 20 minutes, until golden. Allow it to cool completely before slicing it.", 60.0, 104.08, 80, 8, 7.0, "Summer with Juls’ Kitchen. Peach jam pie", false, true
0, true, true, "Peel one kiwi and cut it into chunksMash the kiwi as finely as you canIn a regular glass or champagne glass, place the kiwi at the bottom. I split it into 2 equal parts and put it into 2 glasses. If you don't like chunks of kiwi in the drink, strain the kiwi and squeeze out as much of the juice from the pulp as possible. Split the kiwi juice into 2 equal parts and add it to the glassesPlace 1/4 cup of frozen orange juice on top of the kiwi in each cupAdd 1 tsp of granulated sugar in each cupTop it with your favorite lemon and lime carbonated beverageMix well with a spoon until the orange juice has dissolved with the drinkServe immediately", 0, 55.27, 5, 2, 63.0, "Kiwi Orange Spritzer (Mocktail)", true, true
0, false, false, "Preheat oven to 350 degrees. Prepare 16-18 baking cups with liners, or mist with cooking spray.In a medium bowl, whisk together the dry ingredients (flour, sugar, baking powder, baking soda, cinnamon, ginger, nutmeg and salt) until blended.In a different large bowl, whisk together all remaining ingredients (pumpkin, butter, eggs, vanilla) until well combined. Add this mixture to the dry ingredients, and stir until just combined.Fill the baking cups with the batter until they are each 2/3 full. Top with a tablespoon or so of the crumbled streusel topping. Then bake for 15-20 minutes, or until a toothpick inserted in the middle of a muffin comes out clean. Let cool, then drizzle with the glaze.Use a fork or your fingers to mix together all of the ingredients until they are evenly combined and crumbly.Whisk together the butter, powdered sugar and 1 tablespoon of milk until combined and smooth. Add additional tablespoon(s) of milk until the glaze is thin enough to drizzle. You can either drizzle by using a fork and swinging it back and forth over the muffins. Or transfer it to a pastry bag or a ziplock bag with a tiny corner snipped off, and drizzle it that way. OR, you can even just dunk the tops of the muffins straight into the bowl of glaze. Whatever sounds best to you!", 0, 35.68, 45, 16, 34.0, "Pumpkin Streusel Muffins", false, true
0, true, true, "Add all ingredients to a blender and blend until smooth.Enjoy!", 5.0, 217.63, 5, 1, 97.0, "Kale & Kiwi Supercharged Smoothie // NITK Wellness Program January Promo", false, false
0, true, false, "Procedures 1 Preheat oven to 350°. Spread flour and ground almonds on baking sheet. Place in oven until flour and almonds and smell toasted, 5 to 7 minutes. Flour and nuts will clump slightly. Let cool. 2 Lower oven to 300°. Mix flour and almonds with sugar, cinnamon, and salt. Using wooden spoon, incorporate lard into mixture. Add egg, orange zest, and brandy. Stir until incorporated. 3 Form into balls, about 1 inch in diameter. Place balls on baking sheets about 1 inch apart. Bake cookies until bottoms are browned, about 15 minutes. Let cool on wire rack. Dust with confectioner's sugar. Store in airtight container.", 0, 9.75, 45, 36, 12.0, "The Nasty Bits: Spanish Lard Cookies (Polvorones)", false, true
20, true, false, "Preheat the oven to 350 degrees Fahrenheit. Line 18 standard muffin tin cups with paper liners.In a large bowl, whisk together the flour, sugar, baking soda, baking powder, cinnamon, and salt.In the bowl of a stand mixer fitted with the whisk attachment, beat the oil, eggs, and pineapple. Add the flour mixture and beat until just combined. Using a spatula, stir in the carrots, raisins, and coconut. Scoop the batter into the prepared muffin cups, filling each three-quarters full.Bake until a toothpick inserted into the center of a muffin comes out clean, about 20 minutes. Transfer the muffins to a wire rack and let cool. Serve warm or at room temperature. The muffins will keep in an airtight container at room temperature for up to 4 days.", 10.0, 22.85, 30, 18, 45.0, "Morning Glory Muffins", false, true
0, false, true, "Combine all ingredients except almonds in a large serving bowl.Toss all veggies.Refrigerate until ready to serve. Make dressing ahead and let it chill for at least 3 hours or overnight.Add dressing just before serving.", 20.0, 188.04, 20, 10, 83.0, "Broccoli-Cauliflower Salad", false, false
60, false, false, "Cut a 6 inch round piece of parchment paper and place in the bottom of the cake pan. Place the cake collar along the inside edges of the cake pan. You can use a small piece of tape to secure the collar if needed. The cake collar will allow you to build your cake layers to at least 3 inches and make it easier to remove from the cake pan.Using about 22 lady fingers, arrange and/or cut the lady fingers so that they fit into the cake pan to create a 6 inch circle shape for each layer, you will need 3 layers. Lay the layers out on a sheet pan in the circle shape so it is easy to create the layers when you are ready to assemble the cake. Set aside.In a small sauce pan, bring sugar, water, honey and rum to a boil. Reduce heat to low and stir to combine, simmering for 2 minutes. Add the matcha green tea powder, and whisk to combine until dissolved. Cool the syrup completely in the refrigerator.In a small bowl, which together 1 tablespoon of matcha powder and 1 teaspoons of hot water until tea is dissolved. Set aside.In a mixer fitted with a whisk attachment, beat the egg yolks and sugar for 3 minutes on medium high speed, until thick and pale in color, scraping the sides of the bowl as needed.Add the mascarpone and beat until just combined, about 1 minute on medium high speed, scraping the sides of the bowl as needed.Add the dissolved matcha green tea mixture to the bowl, and beat until combined. Set aside.In a large bowl, whisk 1 cup of chilled whipping cream until medium peaks are formed. Set aside.In 3 increments, quickly and gently fold in the whipped cream into the matcha mascarpone cream mixture, trying not to lose the volume.In a medium sized bowl, whisk the egg whites until soft peaks are formed. Quickly fold into the matcha mascarpone cream mixture, trying to not lose the volume.Dip the lady finger, one at a time for about 10 seconds (soaked but not soggy), into the chilled green tea syrup. Drain off any excess syrup and arrange the ladyfingers in the bottom of the 6 inch round cake pan, creating a circle shape with the soaked lady fingers. Spread 1/3 of the match mascarpone cream on top of the first layer, smoothing the surface. Dip the remaining ladyfingers and repeat with 2 more layers. Smooth the surface of the last layer of matcha cream. Refrigerate for at least 2 hours, overnight, or until firm. Carefully remove the cake from the mold, using the cake collar to help slide the cake out of the pan. Place the cake on a plate or serving platter. Remove the cake collar. Arrange the ladyfingers around the outside of the cake, pressing gently to the side of the cake to adhere the ladyfingers. Right before serving, dust the top of the cake with the match green tea powder, and then dust with powdered sugar.Serve and enjoy!", 120.0, 792.51, 180, 6, 94.0, "Matcha Green Tea Tiramisu", false, false
20, false, true, "<p>Brown the pieces of bacon in a 12-in. frying pan.When browned and crispy, drain on a paper towel, discarding all but 2 tbsp. bacon fat in pan.Add the beans, chiles, spices, and most of the green onions in the pan over medium heat, stirring often, until simmering.Make 4 wells in beans with a spoon and crack an egg into each hole. Cook, covered, just until eggs set, about 4 minutes.Top with cheese, remaining green onions, tomato, cilantro, avocado, and reserved bacon.Serve with tortillas and salsa.</p>", 10.0, 193.71, 30, 4, 63.0, "Mexican Eggs", false, false
0, false, true, "1. In a medium saucepan, combine the lemon juice, lemon zest, and sugar. Heat over medium heat until simmering. Turn heat to low.2. Meanwhile, whisk the egg yolks in a medium sized bowl until smooth. Slowly pour half of the citrus mixture into the yolks while vigorously whisking. Return the mixture to the saucepan.3. Continue cooking over low heat while whisking until mixture thickens and coats the back of a spoon. About 5-10 minutes. Remove from heat and stir in the butter 1 tablespoon at a time.4. Cool to room temperature. Store refrigerated in an airtight container for about a week.", 0, 487.76, 45, 1, 79.0, "Lemon Curd", false, true
90, false, true, "Put the lobster tails (shells on!) in a saucepan with the water and bring to a boil. Reduce to a simmer and let cook for about 30 minutes. Remove the tails from the water and let cool. Set the lobster broth aside for later.Meanwhile in a large soup pot over medium heat, add the olive oil, onion and garlic. Cook until the onion is soft and translucent. Add the celery and cook a few minutes longer until it is tender, then add the carrots and cook a couple more minutes.Now pour the lobster broth into the pot and add the potatoes, bay leaf and bouillion. Bring to a boil, cover, then lower heat to a simmer and cook for about 30 minutes or until the potatoes are fall apart tender. Take about 2 cups of this hot potato mixture (potatoes and all) and put in the blender with the cream cheese, half & half, cornstarch, pesto, seasonings and cheese. Blend until smooth, then pour the creamy mixture back into the soup pot.Crack the lobster tails to release the meat of the lobster, then chop it into small chunks.To the soup pot, add in the seafood and bacon, lower the heat, stir and let cook for about 10 minutes longer or until the fish and shrimp are just cooked through. Scoop into bowls and enjoy!", 15.0, 736.79, 105, 4, 85.0, "Feast of the Seven Fishes Chowder", false, false
65, false, true, "Watch how to make this recipe. Completely melt the chocolate in a double boiler. Add the cream to a medium bowl and pour in the chocolate. Whisk the mixture very slowly creating a shiny, elastic emulsion. Refrigerate until firm. Remove the chilled ganache from the refrigerator. Scoop out little amounts onto a parchment or waxed paper-lined baking sheet. Chill in the refrigerator for about 10 minutes. Immediately roll out each scoop into golf ball-sized pieces. Roll in the various coatings and arrange on a serving tray or store in the refrigerator, covered, until ready to serve.", 30.0, 321.2, 95, 4, 89.0, "Truffles", false, false
0, true, false, "1. Preheat the oven to 350F and line a 9-by-5-inch loaf pan with parchment paper, leaving an overhang on two sides; coat well with cooking spray.2. Whisk pumpkin puree, vegetable oil, light brown sugar, water, eggs, and vanilla in a large bowl. Separately, whisk flour, granulated sugar, baking powder, pumpkin pie spice, and salt. Fold the wet ingredients into the dry ingredients.3. Add the batter to the prepared pan and bake 60 to 70 minutes, or until a toothpick inserted into the center of the loaf comes out clean. Let cool 1 hour, then remove the loaf from the pan and transfer to a rack to cool completely.", 0, 51.88, 45, 8, 47.0, "Pumpkin Quick Bread", false, true
0, false, true, "Preheat your oven to 375°F. Lightly grease a Doughnut Pan.In a large bowl, whisk together all of the dry ingredients, minus the granulated sugar.Combine the granulated sugar and lemon zest in a small bowl. Using your fingers, rub the sugar and zest together, releasing the oils into the sugar, giving you a better lemon flavour. Add to dry ingredients, and whisk to combine.In a smaller bowl, whisk together all of the wet ingredients.Pour the wet ingredients into the dry ingredients and stir until fully combined.Spoon mixture into a large resealable plastic bag. Cut the corner off, and pipe the batter into the prepared doughnut pan.Bake in preheated oven for 12-14 minutes, or until a toothpick inserted into the thickest part of the doughnut comes out clean.Let doughnuts sit for 5 minutes before turning them out onto a cooling rack. Allow to cool completely before frosting.In a small bowl, whisk together all the ingredients until smooth.If using a thin glaze, dip the doughnuts into the glaze while they are still hot. Set on a cooling rack over a sheet of waxed paper to cool.If using a thicker frosting, wait until doughnuts are completely cool before frosting.Store doughnuts in an airtight container on the counter for up to 3 days.", 0, 52.98, 45, 6, 26.0, "Gluten-free Baked Lemon Doughnuts", false, false
0, true, true, "Blend all ingredients until smooth. Serve cold, optionally topped with cranberries and flax seeds.", 5.0, 126.86, 5, 1, 99.0, "Cranberry Smoothie: A Holiday Detox", true, true
0, true, true, "Whisk together all ingredients, adding mayo last, a tablespoon at a time to desired consistency", 3.0, 42.69, 3, 4, 7.0, "This Is A Test…", false, true
